"size_date","size_ret"
"2 1970-03-30",-0.006744745436562
"1 1970-03-30",0.000628341731961739
"5 1970-03-31",0.000235727003147586
"3 1970-03-31",-0.00271272769430568
"4 1970-03-31",0.00293640848505525
"2 1970-03-31",-0.00360700668352834
"1 1970-03-31",-0.000537551314936478
"5 1970-04-01",0.00467942252168907
"3 1970-04-01",0.00321749284603084
"4 1970-04-01",0.00626194799418511
"2 1970-04-01",0.000222264613918778
"1 1970-04-01",0.0023636191345559
"5 1970-04-02",-0.00512311508986274
"3 1970-04-02",-0.00249164057995862
"4 1970-04-02",-0.00391726555504055
"2 1970-04-02",0.00079855079502372
"1 1970-04-02",-0.00120946279402991
"5 1970-04-03",-0.00565079883176596
"3 1970-04-03",-0.00358477303040303
"4 1970-04-03",-0.0053644839071768
"2 1970-04-03",-0.00356681997645657
"1 1970-04-03",-0.00292444092491092
"5 1970-04-06",-0.00823495904156806
"3 1970-04-06",-0.0106894314705135
"4 1970-04-06",-0.0103166201441115
"2 1970-04-06",-0.00601103947731086
"1 1970-04-06",-0.00575682280590374
"5 1970-04-07",-0.00315946180231816
"3 1970-04-07",-0.00380156547113857
"4 1970-04-07",-0.00402698793049177
"2 1970-04-07",-0.00806329972819464
"1 1970-04-07",-0.00739956495949481
"5 1970-04-08",0.00154053492739446
"3 1970-04-08",-0.00464574283876691
"4 1970-04-08",-0.00340358893017083
"2 1970-04-08",-0.00374576602024892
"1 1970-04-08",-0.00629720642017583
"5 1970-04-09",0.00164248637352055
"3 1970-04-09",-0.00550852613185367
"4 1970-04-09",-0.00574037173775976
"2 1970-04-09",-0.00767451785372713
"1 1970-04-09",-0.00547283921762583
"5 1970-04-10",-0.00106252599256299
"3 1970-04-10",-0.0070853047192933
"4 1970-04-10",-0.0062969319146767
"2 1970-04-10",-0.00900600966633441
"1 1970-04-10",-0.00806076803091419
"5 1970-04-13",-0.0106376224873518
"3 1970-04-13",-0.0160414899224684
"4 1970-04-13",-0.0152140917658724
"2 1970-04-13",-0.0143877121260886
"1 1970-04-13",-0.0125505214543242
"5 1970-04-14",-0.00779029271969763
"3 1970-04-14",-0.0185846719630887
"4 1970-04-14",-0.0121997658187511
"2 1970-04-14",-0.0195638746062989
"1 1970-04-14",-0.0175488270562889
"5 1970-04-15",-0.00173003198468096
"3 1970-04-15",-0.00184581258668945
"4 1970-04-15",-0.0075609174939355
"2 1970-04-15",-0.00887959195224485
"1 1970-04-15",-0.00595035519530853
"5 1970-04-16",-0.00953785415755094
"3 1970-04-16",-0.0121213764469217
"4 1970-04-16",-0.0159062890218017
"2 1970-04-16",-0.0187265563780168
"1 1970-04-16",-0.0111505684652918
"5 1970-04-17",-0.00177508948988549
"3 1970-04-17",-0.00618875524234356
"4 1970-04-17",-0.00416176548423887
"2 1970-04-17",-0.00461438979769866
"1 1970-04-17",-0.009901405491833
"5 1970-04-20",0.00259064244347839
"3 1970-04-20",-0.00199754479634443
"4 1970-04-20",0.00259267613562572
"2 1970-04-20",-0.0055266756568497
"1 1970-04-20",-0.00618147010642394
"5 1970-04-21",-0.00653477065970912
"3 1970-04-21",-0.00917500761349163
"4 1970-04-21",-0.00611849397287417
"2 1970-04-21",-0.00794385071737279
"1 1970-04-21",-0.0091987090567528
"5 1970-04-22",-0.014532041190001
"3 1970-04-22",-0.0196695960671117
"4 1970-04-22",-0.0220298599891564
"2 1970-04-22",-0.016371597389027
"1 1970-04-22",-0.0209163069730604
"5 1970-04-23",-0.0153780962339237
"3 1970-04-23",-0.028283588462513
"4 1970-04-23",-0.0215352210753982
"2 1970-04-23",-0.0268107214838958
"1 1970-04-23",-0.0252141477469049
"5 1970-04-24",-0.00499705810480773
"3 1970-04-24",-0.00811875142819125
"4 1970-04-24",-0.00932250631784289
"2 1970-04-24",-0.015175638999527
"1 1970-04-24",-0.0132607786875091
"5 1970-04-27",-0.0185615351869523
"3 1970-04-27",-0.0282211354865311
"4 1970-04-27",-0.0249894791787887
"2 1970-04-27",-0.0293111288982747
"1 1970-04-27",-0.0285749205889468
"5 1970-04-28",-0.0196029995114677
"3 1970-04-28",-0.0152617678426949
"4 1970-04-28",-0.0204632999466162
"2 1970-04-28",-0.0264781158274316
"1 1970-04-28",-0.0240908437295016
"5 1970-04-29",0.0201127791808982
"3 1970-04-29",0.0210741999354972
"4 1970-04-29",0.0241816900189582
"2 1970-04-29",0.0270642732364757
"1 1970-04-29",0.014499084106458
"5 1970-04-30",-0.00260345027149355
"3 1970-04-30",0.00127104137931231
"4 1970-04-30",-0.00182358912503677
"2 1970-04-30",0.00316327837399816
"1 1970-04-30",0.0110397652295812
"5 1970-05-01",-0.00147942781635291
"3 1970-05-01",-0.00210942197280763
"4 1970-05-01",-0.0019631645968535
"2 1970-05-01",0.000724134221851856
"1 1970-05-01",0.00145381268994626
"5 1970-05-04",-0.027087096573021
"3 1970-05-04",-0.0262937188778477
"4 1970-05-04",-0.0294321681675221
"2 1970-05-04",-0.02370384549955
"1 1970-05-04",-0.0150098909641457
"5 1970-05-05",-0.00782403341546347
"3 1970-05-05",-0.0137412910565188
"4 1970-05-05",-0.0147111478913252
"2 1970-05-05",-0.0229789800412752
"1 1970-05-05",-0.0173415858290265
"5 1970-05-06",0.0118292436885699
"3 1970-05-06",0.0171068829203119
"4 1970-05-06",0.0204769795223849
"2 1970-05-06",0.0226219913188368
"1 1970-05-06",0.0162735484128298
"5 1970-05-07",0.00606630576770549
"3 1970-05-07",0.0064982865216814
"4 1970-05-07",0.010043364876152
"2 1970-05-07",0.0112560957325646
"1 1970-05-07",0.00812244230951378
"5 1970-05-08",-0.00345194960975531
"3 1970-05-08",-0.00189980706298329
"4 1970-05-08",-0.00797912723958934
"2 1970-05-08",-0.00261792018639338
"1 1970-05-08",-1.32626259501385e-05
"5 1970-05-11",-0.0119668301310492
"3 1970-05-11",-0.00853622744702092
"4 1970-05-11",-0.0133006138711162
"2 1970-05-11",-0.0078083788064597
"1 1970-05-11",-0.00575253350649155
"5 1970-05-12",-0.00892993998111312
"3 1970-05-12",-0.0102556293995812
"4 1970-05-12",-0.00911213791835269
"2 1970-05-12",-0.0112283292197349
"1 1970-05-12",-0.0111786400535098
"5 1970-05-13",-0.0164406939049295
"3 1970-05-13",-0.0221933885758098
"4 1970-05-13",-0.0217215625103437
"2 1970-05-13",-0.0177386319773917
"1 1970-05-13",-0.0209908237209823
"5 1970-05-14",-0.014958843472634
"3 1970-05-14",-0.0293950009501029
"4 1970-05-14",-0.0233065588234874
"2 1970-05-14",-0.0277148207441887
"1 1970-05-14",-0.0278516579801386
"5 1970-05-15",0.0163811424457272
"3 1970-05-15",0.0167164334692603
"4 1970-05-15",0.0151985886991259
"2 1970-05-15",0.014796970052592
"1 1970-05-15",0.0163686375972114
"5 1970-05-18",0.00201607182166901
"3 1970-05-18",0.00236156927822965
"4 1970-05-18",0.000494216800804909
"2 1970-05-18",0.0077583396597628
"1 1970-05-18",0.0043266631883838
"5 1970-05-19",-0.0225044682218499
"3 1970-05-19",-0.0213449730030581
"4 1970-05-19",-0.0202584227007284
"2 1970-05-19",-0.0179846520520501
"1 1970-05-19",-0.0130409074537499
"5 1970-05-20",-0.0253924136093699
"3 1970-05-20",-0.0319846839040024
"4 1970-05-20",-0.030421301402821
"2 1970-05-20",-0.0294658206070001
"1 1970-05-20",-0.0256799519688656
"5 1970-05-21",-0.0186092411442701
"3 1970-05-21",-0.0246889748436917
"4 1970-05-21",-0.0263992532951934
"2 1970-05-21",-0.0387777644843399
"1 1970-05-21",-0.0386464774294906
"5 1970-05-22",0.00206266079542753
"3 1970-05-22",-0.00724317225471497
"4 1970-05-22",-0.00759429453487134
"2 1970-05-22",-0.0067766263554257
"1 1970-05-22",-0.00546091589854018
"5 1970-05-25",-0.0302642554160776
"3 1970-05-25",-0.0472228706502336
"4 1970-05-25",-0.0454299362247946
"2 1970-05-25",-0.0525983238591524
"1 1970-05-25",-0.0465262864601826
"5 1970-05-26",-0.0110033276476453
"3 1970-05-26",-0.0159555582694573
"4 1970-05-26",-0.0142726183413752
"2 1970-05-26",-0.0204424750441636
"1 1970-05-26",-0.0286806855307025
"5 1970-05-27",0.049189673753705
"3 1970-05-27",0.0733112167369778
"4 1970-05-27",0.0702569095806959
"2 1970-05-27",0.077946574880676
"1 1970-05-27",0.0677675802076814
"5 1970-05-28",0.0288330190712192
"3 1970-05-28",0.04798797220454
"4 1970-05-28",0.0384793205694315
"2 1970-05-28",0.0518074943663598
"1 1970-05-28",0.0573576155587773
"5 1970-05-29",0.027418281104005
"3 1970-05-29",0.0284475594057913
"4 1970-05-29",0.0281950209993952
"2 1970-05-29",0.0351468083197013
"1 1970-05-29",0.0336380501434272
"5 1970-06-01",0.0282720692035805
"3 1970-06-01",0.0276263406214894
"4 1970-06-01",0.0282929158723707
"2 1970-06-01",0.0266784462971956
"1 1970-06-01",0.03151826202529
"5 1970-06-02",-0.00547460938655702
"3 1970-06-02",0.00992520634954634
"4 1970-06-02",0.00791243332246597
"2 1970-06-02",0.0104579621576767
"1 1970-06-02",0.0170163014605375
"5 1970-06-03",0.0143867029003191
"3 1970-06-03",0.0309558218917109
"4 1970-06-03",0.0201444133970704
"2 1970-06-03",0.0256618934919683
"1 1970-06-03",0.0327472205884173
"5 1970-06-04",-0.0157911985777173
"3 1970-06-04",-0.0117744000949223
"4 1970-06-04",-0.0201716144243549
"2 1970-06-04",-0.00958886325644355
"1 1970-06-04",-0.00260028132767725
"5 1970-06-05",-0.0136927663241409
"3 1970-06-05",-0.0249067578038923
"4 1970-06-05",-0.0169514321714755
"2 1970-06-05",-0.0290051121197301
"1 1970-06-05",-0.0226052674413544
"5 1970-06-08",-1.00333463178108e-05
"3 1970-06-08",0.00288084162081261
"4 1970-06-08",0.00210122172797498
"2 1970-06-08",0.00233727764217365
"1 1970-06-08",-0.00190877488936138
"5 1970-06-09",0.0019466587357145
"3 1970-06-09",-0.000302394445249446
"4 1970-06-09",0.000858534341789686
"2 1970-06-09",-0.00135844467382192
"1 1970-06-09",0.000244397247442612
"5 1970-06-10",-0.00759752761855039
"3 1970-06-10",-0.00670866051744859
"4 1970-06-10",-0.011147098339704
"2 1970-06-10",-0.00711186255692629
"1 1970-06-10",-0.00877699569331564
"5 1970-06-11",-0.0145935667203062
"3 1970-06-11",-0.015378886022648
"4 1970-06-11",-0.0179459074010746
"2 1970-06-11",-0.0146886492329273
"1 1970-06-11",-0.0138993869755948
"5 1970-06-12",-0.00350853473653256
"3 1970-06-12",-0.0115708834711555
"4 1970-06-12",-0.00538569933366836
"2 1970-06-12",-0.00657715274895509
"1 1970-06-12",-0.011208176257819
"5 1970-06-15",0.00147835646310599
"3 1970-06-15",0.00256534662627502
"4 1970-06-15",0.00317954457825354
"2 1970-06-15",0.0019694076358505
"1 1970-06-15",0.00180328971308555
"5 1970-06-16",0.0275391218277692
"3 1970-06-16",0.0180993296932224
"4 1970-06-16",0.0196614663411555
"2 1970-06-16",0.0185945815768579
"1 1970-06-16",0.0126221478178656
"5 1970-06-17",-0.00461891011008057
"3 1970-06-17",-0.00369671945394824
"4 1970-06-17",-0.00238121107226233
"2 1970-06-17",-0.00255083409721857
"1 1970-06-17",-0.00231450095635337
"5 1970-06-18",0.00994160400060075
"3 1970-06-18",-0.000296479878518566
"4 1970-06-18",0.00402926398950912
"2 1970-06-18",-0.0011689750936339
"1 1970-06-18",-0.00105470326922505
"5 1970-06-19",0.00703703624903979
"3 1970-06-19",0.0108521495662355
"4 1970-06-19",0.00586828956215274
"2 1970-06-19",0.00346202229461096
"1 1970-06-19",0.00387236948843283
"5 1970-06-22",-0.00635392135244354
"3 1970-06-22",-0.0134217118444077
"4 1970-06-22",-0.00767841827181344
"2 1970-06-22",-0.00920700837538607
"1 1970-06-22",-0.0115201553941722
"5 1970-06-23",-0.0235916900224643
"3 1970-06-23",-0.0198606701027499
"4 1970-06-23",-0.0235097906548261
"2 1970-06-23",-0.0248386215668238
"1 1970-06-23",-0.0138808963530817
"5 1970-06-24",-0.00971815605388618
"3 1970-06-24",-0.0203011997039115
"4 1970-06-24",-0.0198876575396986
"2 1970-06-24",-0.0226853922142191
"1 1970-06-24",-0.0165381973962171
"5 1970-06-25",0.00114058662869285
"3 1970-06-25",-0.00559576413191852
"4 1970-06-25",-0.00597171969495928
"2 1970-06-25",-0.00461070776616983
"1 1970-06-25",-0.00738555217205445
"5 1970-06-26",-0.00529933627329172
"3 1970-06-26",-0.0103833405669354
"4 1970-06-26",-0.00757660749513473
"2 1970-06-26",-0.011451045980644
"1 1970-06-26",-0.00809722112346247
